,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
178,[HTML][HTML] TGF-β-induced phosphorylation of Usp9X stabilizes ankyrin-G and regulates dendritic spine development and maintenance,https://www.sciencedirect.com/science/article/pii/S2211124720306380,"S Yoon, E Parnell, P Penzes - Cell reports, 2020 - Elsevier","Signaling by the cytokine transforming growth factor β (TGF-β) has been implicated in a 
multitude of biological functions; however, TGF-β signaling, particularly in the CNS, remains …","https://scholar.google.com/scholar?cites=12911352809767720954&as_sdt=5,39&sciodt=0,39&hl=en",11.0,https://www.sciencedirect.com/science/article/pii/S2211124720306380,2020
179,[HTML][HTML] CaMKII versus DAPK1 binding to GluN2B in ischemic neuronal cell death after resuscitation from cardiac arrest,https://www.sciencedirect.com/science/article/pii/S2211124719315670,"OR Buonarati, SG Cook, DJ Goodell, NE Chalmers… - Cell reports, 2020 - Elsevier","DAPK1 binding to GluN2B was prominently reported to mediate ischemic cell death in vivo. 
DAPK1 and CaMKII bind to the same GluN2B region, and their binding is mutually exclusive. …","https://scholar.google.com/scholar?cites=17090590943576960123&as_sdt=5,39&sciodt=0,39&hl=en",25.0,https://www.sciencedirect.com/science/article/pii/S2211124719315670,2020
180,Acid-Sensing Ion Channels Contribute to Type III Adenylyl Cyclase–Independent Acid Sensing of Mouse Olfactory Sensory Neurons,https://link.springer.com/article/10.1007/s12035-020-01943-0,"J Yang, L Qiu, M Strobel, A Kabel, XM Zha… - Molecular neurobiology, 2020 - Springer","… We successfully identified one monoclonal anti-ASIC1 antibody (#75-277, UC Davis 
NeuroMab Facility) that yielded a clear immunostaining signal in the MOE of WT mice, but not in …",,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7398588/,2020
181,[HTML][HTML] Cellular and subcellular localisation of kv4-associated kchip proteins in the rat cerebellum,https://www.mdpi.com/816292,"R Alfaro-Ruíz, C Aguado, A Martín-Belmonte… - International Journal of …, 2020 - mdpi.com","The K + channel interacting proteins (KChIPs) are a family of cytosolic proteins that interact 
with Kv4 channels, leading to higher current density, modulation of channel inactivation and …","https://scholar.google.com/scholar?cites=1204710384636585155&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://www.mdpi.com/816292,2020
182,Islet‐cell autoantigen 69 accelerates liver regeneration by downregulating Tgfbr1 and attenuating Tgfβ signaling in mice,https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/1873-3468.13859,"L Chen, F Tao, Y Zhang, C Shu, W Xiang, L Yang… - FEBS …, 2020 - Wiley Online Library","Regeneration is a unique defense mechanism of liver tissue in response to functional cell 
loss induced by toxic chemicals or surgical resection. In this study, we found that Islet‐cell …",,,https://febs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/1873-3468.13859,2020
183,Paranode stability requires UNC5B expression by oligodendrocytes,https://www.biorxiv.org/content/10.1101/2020.08.06.234906.abstract,"O de Faria Jr, DS Nakamura, S Clemot, D Kim… - bioRxiv, 2020 - biorxiv.org","Netrins are secreted proteins that direct cell migration and axon extension in the developing 
CNS and are essential for normal neural development. In the mature CNS, netrin-1 is …",,,https://www.biorxiv.org/content/10.1101/2020.08.06.234906.full.pdf,2020
184,[PDF][PDF] TRANSLATING RIBOSOME AFFINITY PURIFICATION OF THE MPFC AND CONCLUDING REMARKS,https://utd-ir.tdl.org/bitstream/handle/10735.1/9225/SHIERS-DISSERTATION-2020.pdf?sequence=1&isAllowed=y#page=136,"S Shiers - THE IMPACT OF CHRONIC PAIN ON THE MEDIAL …, 2020 - utd-ir.tdl.org","… headache and osteoarthritis before gaining employment at the UCDavis/NIH NeuroMab 
facility in … The non-profit NeuroMab facility generates high-quality, validated monoclonal …",,,https://utd-ir.tdl.org/bitstream/handle/10735.1/9225/SHIERS-DISSERTATION-2020.pdf?sequence=1&isAllowed=y#page=136,2020
185,[HTML][HTML] Receptor protein tyrosine phosphatase delta is not essential for synapse maintenance or transmission at hippocampal synapses,https://molecularbrain.biomedcentral.com/articles/10.1186/s13041-020-00629-x,"KA Han, HY Lee, D Lim, J Shin… - Molecular …, 2020 - molecularbrain.biomedcentral.com","Members of the leukocyte common antigen-related receptor protein tyrosine phosphatase (LAR-RPTP) 
family, comprising PTPσ, PTPδ and LAR, are key hubs for presynaptic assembly …","https://scholar.google.com/scholar?cites=2532075029820926600&as_sdt=5,39&sciodt=0,39&hl=en",7.0,https://molecularbrain.biomedcentral.com/articles/10.1186/s13041-020-00629-x,2020
186,[HTML][HTML] ERK5 of the Phosphorylates A-Type Current K in v4. 2 PC12 and Cells Inhibits Inactivation,https://books.google.com/books?hl=en&lr=&id=hR_sDwAAQBAJ&oi=fnd&pg=PA217&dq=neuromab&ots=IpahBzrYvF&sig=kGwXe1mP-qpLlD76_Yc5aIHOA8I,"Y Kashino, Y Obara, Y Okamoto… - … : Functions in Signal …, 2020 - books.google.com","Extracellular signal-regulated kinase 5 (ERK5) regulates diverse physiological responses 
such as proliferation, differentiation, and gene expression. Previously, we demonstrated that …",,,https://books.google.com/books?hl=en&lr=&id=hR_sDwAAQBAJ&oi=fnd&pg=PA217&dq=neuromab&ots=IpahBzrYvF&sig=kGwXe1mP-qpLlD76_Yc5aIHOA8I,2020
187,[PDF][PDF] Far Infrared Light Irradiation Enhances Microglial Aβ Clearance and Ameliorates Cognitive Deficit in Alzheimer's Disease-like Mice,https://www.researchsquare.com/article/rs-125098/latest.pdf,"Z Wang, Q Li, W Wu, Y Lu, J Wen, J Ren, H Zhao, Z Zuo - 2020 - researchsquare.com","Background: Exposure to sunlight may decrease the risk of developing Alzheimer’s disease 
(AD). However, the wavelength of the light with this therapeutic effect and the related …",,,https://www.researchsquare.com/article/rs-125098/latest.pdf,2020
188,Arx expansion mutation perturbs cortical development by augmenting apoptosis without activating innate immunity in a mouse model of X-linked infantile spasms …,https://journals.biologists.com/dmm/article-abstract/13/3/dmm042515/225236,"MS Siehr, CA Massey… - Disease models & …, 2020 - journals.biologists.com","X-linked infantile spasms syndrome (ISSX) is a clinically devastating developmental 
epileptic encephalopathy with life-long impact. Arx (GCG)10+7 , a mouse model of the most …","https://scholar.google.com/scholar?cites=8347805286014318753&as_sdt=5,39&sciodt=0,39&hl=en",9.0,https://journals.biologists.com/dmm/article/13/3/dmm042515/225236,2020
189,[HTML][HTML] Synapse and active zone assembly in the absence of presynaptic Ca2+ channels and Ca2+ entry,https://www.sciencedirect.com/science/article/pii/S0896627320304013,"RG Held, C Liu, K Ma, AM Ramsey, TB Tarr, G De Nola… - Neuron, 2020 - Elsevier","Presynaptic Ca V 2 channels are essential for Ca 2+ -triggered exocytosis. In addition, there 
are two competing models for their roles in synapse structure. First, Ca 2+ channels or Ca 2…","https://scholar.google.com/scholar?cites=8152359298940179186&as_sdt=5,39&sciodt=0,39&hl=en",45.0,https://www.sciencedirect.com/science/article/pii/S0896627320304013,2020
190,Primary cilium-dependent cAMP/PKA signaling at the centrosome regulates neuronal migration,https://www.science.org/doi/abs/10.1126/sciadv.aba3992,"J Stoufflet, M Chaulet, M Doulazmi, C Fouquet… - Science …, 2020 - science.org","The primary cilium (PC) is a small centrosome-assembled organelle, protruding from the 
surface of most eukaryotic cells. It plays a key role in cell migration, but the underlying …","https://scholar.google.com/scholar?cites=7776548282594960602&as_sdt=5,39&sciodt=0,39&hl=en",24.0,https://www.science.org/doi/full/10.1126/sciadv.aba3992,2020
191,[PDF][PDF] A chlorzoxazone-baclofen combination improves cerebellar impairment in spinocerebellar ataxia type,https://scholar.archive.org/work/ey4viws7krduje6tza6qfx5vlm/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/08/14/2020.08.14.251330.full.pdf,"BS Haoran Huang, VG Shakkottai - Ann Arbor - scholar.archive.org","Background: A combination of central muscle relaxants, chlorzoxazone and baclofen (chlorzoxazone-baclofen), 
has been proposed for treatment of cerebellar symptoms in human …",,,https://scholar.archive.org/work/ey4viws7krduje6tza6qfx5vlm/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/08/14/2020.08.14.251330.full.pdf,2020
192,[HTML][HTML] Comparison of AAV-mediated optogenetic vision restoration between retinal ganglion cell expression and ON bipolar cell targeting,https://www.sciencedirect.com/science/article/pii/S2329050120300966,"Q Lu, TH Ganjawala, A Krstevski, GW Abrams… - … Therapy-Methods & …, 2020 - Elsevier","The loss of photoreceptors in individuals with retinal degenerative diseases leads to partial 
or complete blindness. Optogenetic therapy is a promising approach for restoring vision to …","https://scholar.google.com/scholar?cites=12624755983718533160&as_sdt=5,39&sciodt=0,39&hl=en",18.0,https://www.sciencedirect.com/science/article/pii/S2329050120300966,2020
193,Modulación de la función del Receptor de glicina α3 por la proteína de andamiaje AKAP79.,http://152.74.17.92/handle/11594/549,A Sazo Amigo - 2020 - 152.74.17.92,"La inhibición glicinérgica es crítica para el control de la respiración, la regulación del tono 
muscular y la nocicepción. Estudios previos han mostrado que la fosforilación vía PKA en el …",,,http://152.74.17.92/jspui/bitstream/11594/549/1/Tesis%20Modulaci%C3%B3n%20de%20la%20funci%C3%B3n%20del%20Receptor%20..Image.Marked.pdf,2020
194,Npas1+-Nkx2. 1+ neurons are an integral part of the cortico-pallido-cortical loop,https://www.jneurosci.org/content/40/4/743.abstract,"ZA Abecassis, BL Berceau, PH Win… - Journal of …, 2020 - Soc Neuroscience","Within the basal ganglia circuit, the external globus pallidus (GPe) is critically involved in motor 
control. Aside from Foxp2 + neurons and ChAT + neurons that have been established as …","https://scholar.google.com/scholar?cites=1223295568454577401&as_sdt=5,39&sciodt=0,39&hl=en",57.0,https://www.jneurosci.org/content/jneuro/40/4/743.full.pdf,2020
195,Loss‐of‐function of EBP50 is a new cause of hereditary peripheral neuropathy: EBP50 functions in peripheral nerve system,https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.23805,"GJ Song, DP Gupta, MH Rahman, HT Park… - Glia, 2020 - Wiley Online Library","Finding causative genetic mutations is important in the diagnosis and treatment of hereditary 
peripheral neuropathies. This study was conducted to find new genes involved in the …","https://scholar.google.com/scholar?cites=13727009137767547094&as_sdt=5,39&sciodt=0,39&hl=en",5.0,,2020
196,PINK1-dependent phosphorylation of Serine111 within the SF3 motif of Rab GTPases impairs effector interactions and LRRK2-mediated phosphorylation at …,https://portlandpress.com/biochemj/article-abstract/477/9/1651/222508,"S Vieweg, K Mulholland, B Bräuning… - Biochemical …, 2020 - portlandpress.com","Loss of function mutations in the PTEN-induced kinase 1 (PINK1) kinase are causal for 
autosomal recessive Parkinson's disease (PD) whilst gain of function mutations in the LRRK2 …","https://scholar.google.com/scholar?cites=619812175776781214&as_sdt=5,39&sciodt=0,39&hl=en",22.0,https://portlandpress.com/biochemj/article/477/9/1651/222508,2020
197,[HTML][HTML] CEP164 deficiency causes hyperproliferation of pancreatic cancer cells,https://www.frontiersin.org/articles/10.3389/fcell.2020.587691/full,"T Kobayashi, K Tanaka, Y Mashima… - Frontiers in Cell and …, 2020 - frontiersin.org","Primary cilia are hair-like projections that protrude from most mammalian cells and mediate 
various extracellular signaling pathways. Pancreatic ductal adenocarcinoma (PDAC) cells …","https://scholar.google.com/scholar?cites=8629486343172075450&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://www.frontiersin.org/articles/10.3389/fcell.2020.587691/full,2020
198,Boosting L-type Ca2+ channel activity in tuberous sclerosis mitigates excess glutamate receptors and seizures,https://www.biorxiv.org/content/10.1101/2020.08.26.269209.abstract,"F Niere, LP Cacheaux, DC Klorig, WC Taylor, T Smith… - bioRxiv, 2020 - biorxiv.org","Tuberous sclerosis complex (TS) is a dominant, multisystem disorder with devastating 
neurological symptoms. Approximately 85% of TS patients suffer from epilepsy over their lifespan …",,,https://www.biorxiv.org/content/biorxiv/early/2020/08/26/2020.08.26.269209.full.pdf,2020
199,Expression of protocadherin‐γC4 protein in the rat brain,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.24783,"CP Miralles, MJ Taylor, J Bear Jr… - Journal of …, 2020 - Wiley Online Library","It has been proposed that the combinatorial expression of γ‐protocadherins (Pcdh‐γs) and 
other clustered protocadherins (Pcdhs) provides a code of molecular identity and individuality …","https://scholar.google.com/scholar?cites=16677437424781646311&as_sdt=5,39&sciodt=0,39&hl=en",8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6987019/,2020
200,[HTML][HTML] Independent anterograde transport and retrograde cotransport of domain components of myelinated axons,https://rupress.org/jcb/article/151658/Independent-anterograde-transport-and-retrograde,"Y Bekku, JL Salzer - Journal of Cell Biology, 2020 - rupress.org","Neurons are highly polarized cells organized into functionally and molecularly distinct domains. 
A key question is whether the multiprotein complexes that comprise these domains are …","https://scholar.google.com/scholar?cites=7431545517614397833&as_sdt=5,39&sciodt=0,39&hl=en",13.0,https://rupress.org/jcb/article/151658/Independent-anterograde-transport-and-retrograde,2020
201,Fragmentos de KCTD5 como inhibidores de la proliferación y migración celular en modelo de melanoma,https://repositorio.uchile.cl/handle/2250/175890,HM Calderón Bravo - 2020 - repositorio.uchile.cl,"Las proteínas son macromoléculas esenciales para el funcionamiento celular y condiciones 
que alteren su vida media, pueden causar diversas enfermedades. Algunos miembros de …",,,https://repositorio.uchile.cl/bitstream/handle/2250/175890/Fragmentos-de-KCTD5-como-inhibidores-de-la-proliferacion-y-migracion-celular-en-modelo-de-melanoma.pdf?sequence=1,2020
